INFO 2025-09-04 19:06:15,362 autoreload Watching for file changes with StatReloader
INFO 2025-09-04 20:22:36,012 autoreload Watching for file changes with StatReloader
INFO 2025-09-04 20:23:11,551 basehttp "GET /admin/projectcanvas/user/2/change/ HTTP/1.1" 200 23790
INFO 2025-09-04 20:23:11,588 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-09-04 20:23:11,694 log Not Found: /favicon.ico
INFO 2025-09-04 20:26:06,136 autoreload /home/tuhin/ProjectCanvas/backend/backend/settings.py changed, reloading.
INFO 2025-09-04 20:26:06,561 autoreload Watching for file changes with StatReloader
INFO 2025-09-04 20:28:21,140 basehttp "GET /admin/login/?next=/admin/ HTTP/1.1" 200 4170
INFO 2025-09-04 20:29:10,145 basehttp "GET /admin/projectcanvas/user/2/delete/ HTTP/1.1" 200 7953
INFO 2025-09-04 20:29:10,195 basehttp "GET /static/admin/css/dark_mode.css HTTP/1.1" 200 2808
INFO 2025-09-04 20:29:10,195 basehttp "GET /static/admin/js/cancel.js HTTP/1.1" 200 884
INFO 2025-09-04 20:29:10,197 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 200 2810
INFO 2025-09-04 20:29:10,197 basehttp "GET /static/admin/js/jquery.init.js HTTP/1.1" 200 347
INFO 2025-09-04 20:29:10,199 basehttp "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-09-04 20:29:10,199 basehttp "GET /static/admin/css/base.css HTTP/1.1" 200 22120
INFO 2025-09-04 20:29:10,199 basehttp "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-09-04 20:29:10,200 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 200 16565
INFO 2025-09-04 20:29:10,200 basehttp "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2025-09-04 20:29:10,201 basehttp "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-09-04 20:29:10,202 basehttp "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-09-04 20:29:10,238 basehttp "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-09-04 20:29:10,242 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-09-04 20:29:10,243 basehttp "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2025-09-04 20:29:10,243 basehttp "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-09-04 20:29:10,319 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
WARNING 2025-09-04 20:29:10,335 log Not Found: /favicon.ico
INFO 2025-09-04 20:29:12,273 basehttp "POST /admin/projectcanvas/user/2/delete/ HTTP/1.1" 302 0
INFO 2025-09-04 20:29:12,297 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9417
INFO 2025-09-04 20:29:12,383 basehttp "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2025-09-04 20:29:12,383 basehttp "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2025-09-04 20:29:12,387 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-09-04 20:29:12,461 basehttp "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
INFO 2025-09-04 20:29:12,470 basehttp "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
ERROR 2025-09-04 20:30:33,303 views Signup error: (1146, "Table 'projectcanvas.pending_users' doesn't exist")
WARNING 2025-09-04 20:30:33,304 log Bad Request: /api/signup/
WARNING 2025-09-04 20:30:33,304 basehttp "POST /api/signup/ HTTP/1.1" 400 74
ERROR 2025-09-04 20:30:52,178 views Signup error: (1146, "Table 'projectcanvas.pending_users' doesn't exist")
WARNING 2025-09-04 20:30:52,179 log Bad Request: /api/signup/
WARNING 2025-09-04 20:30:52,181 basehttp "POST /api/signup/ HTTP/1.1" 400 74
INFO 2025-09-04 20:35:36,659 autoreload Watching for file changes with StatReloader
INFO 2025-09-04 20:35:40,093 basehttp "OPTIONS /api/signup/ HTTP/1.1" 200 0
INFO 2025-09-04 20:35:45,593 basehttp "POST /api/signup/ HTTP/1.1" 200 140
INFO 2025-09-04 20:36:16,970 basehttp "GET /api/verify-email/9c20366a-a83c-4570-a1d0-7bd8f07b2749/ HTTP/1.1" 200 81
WARNING 2025-09-04 20:36:16,976 log Bad Request: /api/verify-email/9c20366a-a83c-4570-a1d0-7bd8f07b2749/
WARNING 2025-09-04 20:36:16,976 basehttp "GET /api/verify-email/9c20366a-a83c-4570-a1d0-7bd8f07b2749/ HTTP/1.1" 400 59
INFO 2025-09-04 20:36:59,141 basehttp "OPTIONS /api/login/ HTTP/1.1" 200 0
WARNING 2025-09-04 20:36:59,146 log Forbidden (Origin checking failed - http://localhost:5173 does not match any trusted origins.): /api/login/
WARNING 2025-09-04 20:36:59,146 basehttp "POST /api/login/ HTTP/1.1" 403 2554
INFO 2025-09-04 20:41:59,783 autoreload Watching for file changes with StatReloader
WARNING 2025-09-04 20:42:35,463 log Forbidden (Origin checking failed - http://localhost:5173 does not match any trusted origins.): /api/login/
WARNING 2025-09-04 20:42:35,463 basehttp "POST /api/login/ HTTP/1.1" 403 2554
WARNING 2025-09-04 20:44:23,430 log Forbidden (Origin checking failed - http://localhost:5173 does not match any trusted origins.): /api/login/
WARNING 2025-09-04 20:44:23,430 basehttp "POST /api/login/ HTTP/1.1" 403 2554
INFO 2025-09-04 20:44:37,705 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9554
INFO 2025-09-04 20:44:37,765 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-09-04 20:44:37,848 log Not Found: /favicon.ico
INFO 2025-09-04 20:44:39,262 basehttp "GET /admin/projectcanvas/user/3/change/ HTTP/1.1" 200 24056
INFO 2025-09-04 20:44:39,326 basehttp "GET /static/admin/js/calendar.js HTTP/1.1" 304 0
INFO 2025-09-04 20:44:39,327 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-09-04 20:44:39,327 basehttp "GET /static/admin/css/forms.css HTTP/1.1" 200 8525
INFO 2025-09-04 20:44:39,329 basehttp "GET /static/admin/js/change_form.js HTTP/1.1" 304 0
INFO 2025-09-04 20:44:39,329 basehttp "GET /static/admin/js/admin/DateTimeShortcuts.js HTTP/1.1" 304 0
INFO 2025-09-04 20:44:39,329 basehttp "GET /static/admin/js/prepopulate_init.js HTTP/1.1" 304 0
INFO 2025-09-04 20:44:39,348 basehttp "GET /static/admin/css/widgets.css HTTP/1.1" 304 0
INFO 2025-09-04 20:44:39,496 basehttp "GET /static/admin/img/icon-calendar.svg HTTP/1.1" 200 1086
INFO 2025-09-04 20:44:39,497 basehttp "GET /static/admin/img/icon-clock.svg HTTP/1.1" 200 677
INFO 2025-09-04 20:44:42,010 basehttp "GET /admin/projectcanvas/user/3/delete/ HTTP/1.1" 200 7953
INFO 2025-09-04 20:44:44,743 basehttp "POST /admin/projectcanvas/user/3/delete/ HTTP/1.1" 302 0
INFO 2025-09-04 20:44:44,764 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9417
INFO 2025-09-04 20:44:44,845 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-09-04 20:45:47,600 basehttp "POST /api/signup/ HTTP/1.1" 200 140
INFO 2025-09-04 20:46:09,613 basehttp "GET /api/verify-email/d930c024-790b-4711-b847-4b8dce528dc0/ HTTP/1.1" 200 81
WARNING 2025-09-04 20:46:09,619 log Bad Request: /api/verify-email/d930c024-790b-4711-b847-4b8dce528dc0/
WARNING 2025-09-04 20:46:09,620 basehttp "GET /api/verify-email/d930c024-790b-4711-b847-4b8dce528dc0/ HTTP/1.1" 400 59
WARNING 2025-09-04 20:46:24,861 log Forbidden (Origin checking failed - http://localhost:5173 does not match any trusted origins.): /api/login/
WARNING 2025-09-04 20:46:24,861 basehttp "POST /api/login/ HTTP/1.1" 403 2554
INFO 2025-09-04 20:49:18,139 autoreload /home/tuhin/ProjectCanvas/backend/backend/settings.py changed, reloading.
INFO 2025-09-04 20:49:18,462 autoreload Watching for file changes with StatReloader
INFO 2025-09-04 20:49:49,761 autoreload Watching for file changes with StatReloader
WARNING 2025-09-04 20:50:27,120 log Bad Request: /api/signup/
WARNING 2025-09-04 20:50:27,121 basehttp "POST /api/signup/ HTTP/1.1" 400 33
INFO 2025-09-04 20:50:45,464 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9554
INFO 2025-09-04 20:50:45,513 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-09-04 20:50:45,611 log Not Found: /favicon.ico
INFO 2025-09-04 20:50:47,239 basehttp "GET /admin/projectcanvas/user/4/change/ HTTP/1.1" 200 24056
INFO 2025-09-04 20:50:47,293 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-09-04 20:50:48,912 basehttp "GET /admin/projectcanvas/user/4/delete/ HTTP/1.1" 200 7953
INFO 2025-09-04 20:50:50,762 basehttp "POST /admin/projectcanvas/user/4/delete/ HTTP/1.1" 302 0
INFO 2025-09-04 20:50:50,779 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9417
INFO 2025-09-04 20:50:50,868 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-09-04 20:50:59,212 basehttp "POST /api/signup/ HTTP/1.1" 200 140
INFO 2025-09-04 20:51:22,369 basehttp "GET /api/verify-email/0a493674-44c8-4aa2-922d-8c42d87f1d9c/ HTTP/1.1" 200 81
WARNING 2025-09-04 20:51:22,373 log Bad Request: /api/verify-email/0a493674-44c8-4aa2-922d-8c42d87f1d9c/
WARNING 2025-09-04 20:51:22,374 basehttp "GET /api/verify-email/0a493674-44c8-4aa2-922d-8c42d87f1d9c/ HTTP/1.1" 400 59
WARNING 2025-09-04 20:51:30,215 log Forbidden (CSRF cookie not set.): /api/login/
WARNING 2025-09-04 20:51:30,215 basehttp "POST /api/login/ HTTP/1.1" 403 2855
INFO 2025-09-04 20:56:39,988 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/urls.py changed, reloading.
INFO 2025-09-04 20:56:40,299 autoreload Watching for file changes with StatReloader
INFO 2025-09-04 20:58:27,922 autoreload /home/tuhin/ProjectCanvas/backend/backend/settings.py changed, reloading.
INFO 2025-09-04 20:58:28,223 autoreload Watching for file changes with StatReloader
INFO 2025-09-04 21:01:08,732 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9554
INFO 2025-09-04 21:01:08,783 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-09-04 21:01:08,871 log Not Found: /favicon.ico
INFO 2025-09-04 21:01:10,219 basehttp "GET /admin/projectcanvas/user/5/change/ HTTP/1.1" 200 24056
INFO 2025-09-04 21:01:10,272 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-09-04 21:01:13,999 basehttp "GET /admin/projectcanvas/user/5/delete/ HTTP/1.1" 200 7953
INFO 2025-09-04 21:01:15,663 basehttp "POST /admin/projectcanvas/user/5/delete/ HTTP/1.1" 302 0
INFO 2025-09-04 21:01:15,679 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9417
INFO 2025-09-04 21:01:15,763 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-09-04 21:01:15,866 log Not Found: /favicon.ico
INFO 2025-09-04 21:01:58,570 basehttp "POST /api/signup/ HTTP/1.1" 200 140
INFO 2025-09-04 21:02:22,450 basehttp "GET /api/verify-email/1f11f949-d05a-4d77-a794-244db0fa2fa3/ HTTP/1.1" 200 81
WARNING 2025-09-04 21:02:22,455 log Bad Request: /api/verify-email/1f11f949-d05a-4d77-a794-244db0fa2fa3/
WARNING 2025-09-04 21:02:22,455 basehttp "GET /api/verify-email/1f11f949-d05a-4d77-a794-244db0fa2fa3/ HTTP/1.1" 400 59
INFO 2025-09-04 21:03:09,700 autoreload /home/tuhin/ProjectCanvas/backend/backend/settings.py changed, reloading.
INFO 2025-09-04 21:03:10,020 autoreload Watching for file changes with StatReloader
INFO 2025-09-04 21:03:16,596 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9554
INFO 2025-09-04 21:03:16,642 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-09-04 21:03:16,731 log Not Found: /favicon.ico
INFO 2025-09-04 21:03:18,480 basehttp "GET /admin/projectcanvas/user/6/change/ HTTP/1.1" 200 24056
INFO 2025-09-04 21:03:18,537 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-09-04 21:03:18,631 log Not Found: /favicon.ico
INFO 2025-09-04 21:03:22,412 basehttp "GET /admin/projectcanvas/user/6/delete/ HTTP/1.1" 200 7953
INFO 2025-09-04 21:03:23,965 basehttp "POST /admin/projectcanvas/user/6/delete/ HTTP/1.1" 302 0
INFO 2025-09-04 21:03:23,983 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9417
INFO 2025-09-04 21:03:24,070 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-09-04 21:03:24,154 log Not Found: /favicon.ico
INFO 2025-09-04 21:04:35,547 basehttp "POST /api/signup/ HTTP/1.1" 200 140
INFO 2025-09-04 21:05:02,402 basehttp "GET /api/verify-email/09fb9fd9-2162-46fe-b6f7-2a1838bdd9c5/ HTTP/1.1" 200 81
WARNING 2025-09-04 21:05:02,411 log Bad Request: /api/verify-email/09fb9fd9-2162-46fe-b6f7-2a1838bdd9c5/
WARNING 2025-09-04 21:05:02,411 basehttp "GET /api/verify-email/09fb9fd9-2162-46fe-b6f7-2a1838bdd9c5/ HTTP/1.1" 400 59
INFO 2025-09-04 21:05:12,627 basehttp "POST /api/login/ HTTP/1.1" 200 152
INFO 2025-09-04 21:13:48,294 autoreload Watching for file changes with StatReloader
INFO 2025-09-04 21:13:58,644 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9554
INFO 2025-09-04 21:13:58,691 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-09-04 21:13:58,779 log Not Found: /favicon.ico
INFO 2025-09-04 21:14:00,211 basehttp "GET /admin/projectcanvas/user/7/change/ HTTP/1.1" 200 24092
INFO 2025-09-04 21:14:00,267 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-09-04 21:14:00,374 log Not Found: /favicon.ico
INFO 2025-09-04 21:14:20,650 basehttp "GET /admin/projectcanvas/user/7/delete/ HTTP/1.1" 200 7953
INFO 2025-09-04 21:14:22,080 basehttp "POST /admin/projectcanvas/user/7/delete/ HTTP/1.1" 302 0
INFO 2025-09-04 21:14:22,097 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9417
INFO 2025-09-04 21:14:22,189 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-09-04 21:14:26,108 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9241
INFO 2025-09-04 21:14:26,154 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-09-04 21:15:41,984 basehttp "POST /api/signup/ HTTP/1.1" 200 140
INFO 2025-09-04 21:16:07,900 basehttp "GET /api/verify-email/e2256baf-7351-41cb-aa12-f8f8717de831/ HTTP/1.1" 200 81
WARNING 2025-09-04 21:16:07,906 log Bad Request: /api/verify-email/e2256baf-7351-41cb-aa12-f8f8717de831/
WARNING 2025-09-04 21:16:07,906 basehttp "GET /api/verify-email/e2256baf-7351-41cb-aa12-f8f8717de831/ HTTP/1.1" 400 59
INFO 2025-09-04 21:16:16,622 basehttp "OPTIONS /api/login/ HTTP/1.1" 200 0
INFO 2025-09-04 21:16:16,998 basehttp "POST /api/login/ HTTP/1.1" 200 152
INFO 2025-09-04 21:25:07,218 autoreload Watching for file changes with StatReloader
INFO 2025-09-04 21:25:30,591 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9554
INFO 2025-09-04 21:25:30,637 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-09-04 21:25:30,720 log Not Found: /favicon.ico
INFO 2025-09-04 21:25:32,762 basehttp "GET /admin/projectcanvas/user/8/change/ HTTP/1.1" 200 24092
INFO 2025-09-04 21:25:32,819 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-09-04 21:25:32,936 log Not Found: /favicon.ico
INFO 2025-09-04 21:25:35,519 basehttp "GET /admin/projectcanvas/user/8/delete/ HTTP/1.1" 200 7953
INFO 2025-09-04 21:25:37,400 basehttp "POST /admin/projectcanvas/user/8/delete/ HTTP/1.1" 302 0
INFO 2025-09-04 21:25:37,424 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9417
INFO 2025-09-04 21:25:37,515 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
WARNING 2025-09-04 21:25:37,605 log Not Found: /favicon.ico
INFO 2025-09-04 21:26:25,281 basehttp "POST /api/signup/ HTTP/1.1" 200 140
INFO 2025-09-04 21:26:46,387 basehttp "GET /api/verify-email/cc102587-4ca6-43a6-8c16-a89e07b70e88/ HTTP/1.1" 200 81
WARNING 2025-09-04 21:26:46,392 log Bad Request: /api/verify-email/cc102587-4ca6-43a6-8c16-a89e07b70e88/
WARNING 2025-09-04 21:26:46,393 basehttp "GET /api/verify-email/cc102587-4ca6-43a6-8c16-a89e07b70e88/ HTTP/1.1" 400 59
INFO 2025-09-04 21:33:31,675 autoreload /home/tuhin/ProjectCanvas/backend/projectcanvas/views.py changed, reloading.
INFO 2025-09-04 21:33:32,034 autoreload Watching for file changes with StatReloader
INFO 2025-09-04 21:34:42,887 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9554
INFO 2025-09-04 21:34:42,933 basehttp "GET /static/admin/css/base.css HTTP/1.1" 304 0
INFO 2025-09-04 21:34:42,935 basehttp "GET /static/admin/css/dark_mode.css HTTP/1.1" 304 0
INFO 2025-09-04 21:34:42,936 basehttp "GET /static/admin/js/vendor/jquery/jquery.js HTTP/1.1" 304 0
INFO 2025-09-04 21:34:42,937 basehttp "GET /static/admin/js/theme.js HTTP/1.1" 304 0
INFO 2025-09-04 21:34:42,946 basehttp "GET /static/admin/js/jquery.init.js HTTP/1.1" 304 0
INFO 2025-09-04 21:34:42,946 basehttp "GET /static/admin/css/changelists.css HTTP/1.1" 304 0
INFO 2025-09-04 21:34:42,947 basehttp "GET /static/admin/css/nav_sidebar.css HTTP/1.1" 304 0
INFO 2025-09-04 21:34:42,950 basehttp "GET /static/admin/js/core.js HTTP/1.1" 304 0
INFO 2025-09-04 21:34:42,950 basehttp "GET /static/admin/css/responsive.css HTTP/1.1" 200 16565
INFO 2025-09-04 21:34:42,951 basehttp "GET /static/admin/js/admin/RelatedObjectLookups.js HTTP/1.1" 304 0
INFO 2025-09-04 21:34:42,951 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-09-04 21:34:42,953 basehttp "GET /static/admin/js/actions.js HTTP/1.1" 304 0
INFO 2025-09-04 21:34:42,979 basehttp "GET /static/admin/js/urlify.js HTTP/1.1" 304 0
INFO 2025-09-04 21:34:42,988 basehttp "GET /static/admin/js/prepopulate.js HTTP/1.1" 304 0
INFO 2025-09-04 21:34:42,993 basehttp "GET /static/admin/js/vendor/xregexp/xregexp.js HTTP/1.1" 304 0
INFO 2025-09-04 21:34:42,994 basehttp "GET /static/admin/js/nav_sidebar.js HTTP/1.1" 304 0
INFO 2025-09-04 21:34:42,994 basehttp "GET /static/admin/js/filters.js HTTP/1.1" 304 0
INFO 2025-09-04 21:34:43,065 basehttp "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 331
WARNING 2025-09-04 21:34:43,073 log Not Found: /favicon.ico
INFO 2025-09-04 21:34:43,087 basehttp "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 331
INFO 2025-09-04 21:34:44,119 basehttp "GET /admin/projectcanvas/user/9/change/ HTTP/1.1" 200 24056
INFO 2025-09-04 21:34:44,173 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-09-04 21:34:46,282 basehttp "GET /admin/projectcanvas/user/9/delete/ HTTP/1.1" 200 7953
INFO 2025-09-04 21:34:46,331 basehttp "GET /static/admin/js/cancel.js HTTP/1.1" 304 0
WARNING 2025-09-04 21:34:46,418 log Not Found: /favicon.ico
INFO 2025-09-04 21:34:47,776 basehttp "POST /admin/projectcanvas/user/9/delete/ HTTP/1.1" 302 0
INFO 2025-09-04 21:34:47,795 basehttp "GET /admin/projectcanvas/user/ HTTP/1.1" 200 9417
INFO 2025-09-04 21:34:47,896 basehttp "GET /admin/jsi18n/ HTTP/1.1" 200 3342
INFO 2025-09-04 21:34:47,979 basehttp "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 436
INFO 2025-09-04 21:34:55,680 basehttp "POST /api/signup/ HTTP/1.1" 200 140
INFO 2025-09-04 21:35:26,287 basehttp "GET /api/verify-email/0ba27877-da24-4038-8eae-2ab8c408d940/ HTTP/1.1" 200 81
